ensembl_gene_id,length,gc
ENSG00000057663,5655,0.420866489832007
ENSG00000057704,6512,0.465141277641278
ENSG00000057757,2173,0.490566037735849
ENSG00000057935,10580,0.487145557655955
ENSG00000058056,15296,0.421875
ENSG00000058063,9187,0.377489931424839
ENSG00000058091,7017,0.415847228160182
ENSG00000058262,11707,0.498505167848296
ENSG00000058272,11864,0.403826702629805
ENSG00000058453,8875,0.645070422535211
ENSG00000058600,9486,0.524246257642842
ENSG00000058668,9495,0.464981569246972
ENSG00000058673,12829,0.390053784394731
ENSG00000058729,5489,0.387320094734924
ENSG00000058799,2036,0.495088408644401
ENSG00000058804,4720,0.447457627118644
ENSG00000058866,10975,0.456492027334852
ENSG00000059122,8425,0.612344213649852
ENSG00000059145,7494,0.570456365092074
ENSG00000059377,6271,0.502790623505023
ENSG00000059378,5510,0.469328493647913
ENSG00000059573,3759,0.458898643256185
ENSG00000059588,7819,0.414375239800486
ENSG00000059691,11741,0.434715952644579
ENSG00000059728,6351,0.427019367028814
ENSG00000059758,6467,0.433122004020411
ENSG00000059769,2604,0.41705069124424
ENSG00000059804,6071,0.450172953384945
ENSG00000059915,5979,0.61766181635725
ENSG00000060069,6196,0.598773402194964
ENSG00000060138,8621,0.384410161234196
ENSG00000060140,3440,0.429941860465116
ENSG00000060237,17280,0.458159722222222
ENSG00000060339,6059,0.425812840402707
ENSG00000060491,4702,0.640153126329222
ENSG00000060558,2753,0.62513621503814
ENSG00000060642,8084,0.485032162295893
ENSG00000060656,6682,0.616881173301407
ENSG00000060688,3887,0.427579109853357
ENSG00000060749,10908,0.395581224789146
ENSG00000060762,1546,0.492238033635188
ENSG00000060971,7106,0.540951308753166
ENSG00000060982,11415,0.409548839246605
ENSG00000061273,9928,0.525684931506849
ENSG00000061676,22520,0.366563055062167
ENSG00000061794,1930,0.40259067357513
ENSG00000061918,3944,0.420638945233266
ENSG00000061936,10158,0.480507974010632
ENSG00000061938,12245,0.523070641077991
ENSG00000061987,16014,0.363244660921694
ENSG00000062194,6472,0.359239802224969
ENSG00000062282,7904,0.537196356275304
ENSG00000062370,3848,0.401507276507276
ENSG00000062485,6401,0.463990001562256
ENSG00000062524,3491,0.595244915496992
ENSG00000062582,2607,0.477176831607211
ENSG00000062598,6597,0.39699863574352
ENSG00000062650,7205,0.419847328244275
ENSG00000062716,6854,0.416107382550336
ENSG00000062725,9890,0.413751263902932
ENSG00000062822,4934,0.648358329955411
ENSG00000063046,6028,0.451725282017253
ENSG00000063127,3589,0.466703817219281
ENSG00000063169,7496,0.642342582710779
ENSG00000063176,6009,0.620402729239474
ENSG00000063177,3857,0.559761472647135
ENSG00000063180,1946,0.561664953751285
ENSG00000063241,4408,0.547413793103448
ENSG00000063244,4040,0.610148514851485
ENSG00000063245,17616,0.528269754768392
ENSG00000063322,3839,0.53764001041938
ENSG00000063438,9480,0.561075949367089
ENSG00000063587,8147,0.49588805695348
ENSG00000063601,6328,0.463653603034134
ENSG00000063761,5293,0.527111279047799
ENSG00000063854,5839,0.468744648056174
